"Source","Target"
"MARONE-JOSEPH","ARMONE-STEPHEN"
"GALANTE-CARMINE","DIPALERMO-CHARLES"
"PUCO-STEPHEN","BOVE-JOSEPH"
"VINTALORO-JAMES","RAO-CALOGERO"
"MAURO-VINCENZO","NICOLINE-MICHAEL"
"GALANTE-CARMINE","TORREGROSSA-ANDREA"
"LOPICCOLO-GIUSEPPE","ORLANDO-LORENZO"
"MAURO-VINCENZO","MIRRA-ANTHONY"
"TANTILLO-ENRICO","MAURO-VINCENZO"
"BARBATO-SALVATORE","SQUILLANTE-VINCENT"
"LUCCHESE-GAETANO","BIONDO-JOSEPH"
"LANDI-ALBERT","DEGEORGE-JAMES"
"BENDENELLI-JOSEPH","ARDITO-JOHN"
"LATONA-JOSEPH","GELB-USCHE"
"ALTIMARI-MICHAEL","PISCIOTTA-ANTHONY"
"MARI-FRANK","GIGLIO-SALVATORE"
"ZACCARO-PATSY","CORREALE-PAUL"
"MAZZIE-ROCCO","CIRAULO-VINCENT"
"ALTIMARI-MICHAEL","MARTELLO-NICHOLAS"
"MANFREDONIA-RICHARD","VALACHI-JOSEPH"
"BARRA-JOSEPH","DIBENE-NICHOLAS"
"CARUSO-FRANK","LISI-GAETANO"
"CONIGLIO-BENEDETTO","ANACLERIO-GERMAIO"
"PROFACI-GIUSEPPE","ANDOLINO-SIMONE"
"SIANO-FIORE","RAGONE-JOSEPH"
"BRESCIA-LORENZO","LOMBARDOZZI-CARMINE"
"MARONE-JOSEPH","CINQUEGRANA-BENEDETTO"
"DIPIETRO-CARLO","MARI-FRANK"
"CARMINATI-ANTHONY","CARMINATI-DOMINICK"
"LISI-GAETANO","TUMINARO-ANGELO"
"GALANTE-CARMINE","MIRANDA-MICHELE"
"TANTILLO-ENRICO","ORMENTO-JOHN"
"FRANCOMANO-ANTHONY","TOLENTINO-NICHOLAS"
"CARUSO-FRANK","DIMAGGIO-ROSARIO"
"GIGLIO-SALVATORE","CONSOLO-MICHAEL"
"CASTALDI-ANTHONY","PICONE-MICHAEL"
"LIVORSI-FRANK","EMBARRATO-ALFRED"
"DIPALERMO-JOSEPH","GIGLIO-SALVATORE"
"PROFACI-GIUSEPPE","RAVA-ARMAND"
"BUIA-MATILDO","BUIA-ANGELO"
"LOIACANO-ANGELO","ALBATE-CHARLES"
"PANICA-VICTOR","BONINA-NICHOLAS"
"CARRUBBA-CORRADO","CAPIZZI-SALVATORE"
"MASSI-JAMES","PASQUA-FRANK"
"COSTIGLIA-FRANCISCO","PAPA-FORTUNATO"
"GERNIE-JOSEPH","MAURO-VINCENZO"
"MANFREDONIA-RICHARD","STOPELLI-INNOCENZIO"
"BONINA-NICHOLAS","INDIVIGLIO-BENJAMIN"
"ALBERO-CHARLES","LOMBARDO-PHILIP"
"BONINA-NICHOLAS","ANACLERIO-GERMAIO"
"SMITH-DAVID","ROSEN-SOLOMON"
"MANFREDONIA-RICHARD","PELLEGRINO-PETER"
"LUCIANO-FRANK","CATANIA-JAMES"
"RICCOBONO-JOSEPH","EVOLA-NATALE"
"STROMBERG-HARRY","ROSATO-JOSEPH"
"PAOLI-ORLANDO","MONICA-MICHAEL"
"LUCCHESE-GAETANO","ROSATO-JOSEPH"
"MOGAVERO-ROSARIO","PELLEGRINO-CARMINE"
"MANCINO-FRANCESCO","GIGLIO-SALVATORE"
"GAROFOLO-FRANK","SPADARO-JOSEPH"
"ERICHSEN-FRANK","ALO-VINCENT"
"CARUSO-FRANK","SCHIPANI-JOSEPH"
"GALANTE-CARMINE","CASTELLANO-PAUL"
"CORRAO-VINCENT","PATTI-SANTO"
"TANTILLO-ENRICO","ALBASI-JOHN"
"RINALDI-ROSARIO","SMITH-DAVID"
"LOMBARDOZZI-CARMINE","TORREGROSSA-ANDREA"
"GAMBINO-PAOLO","CATANIA-JAMES"
"GAMBINO-CARLO","SPECIALE-SALVATORE"
"LUCCHESE-GAETANO","BONVENTRE-GIOVANNI"
"ALTIMARI-MICHAEL","INDIVIGLIO-BENJAMIN"
"CARUSO-FRANK","DIPIETRO-VINCENT"
"TIERI-FRANK","LOMBARDOZZI-CARMINE"
"CORALLUZZO-EARL","MIRANDA-MICHELE"
"ANACLERIO-GERMAIO","FERRIGNO-BARTOLO"
"BARRA-JOSEPH","PISCIOTTA-ANTHONY"
"MAZZIE-ROCCO","PANEBIANCO-VINCENT"
"BARBATO-SALVATORE","PUCO-STEPHEN"
"MASSI-JAMES","LOPICCOLO-JOSEPH"
"DIPALERMO-PETER","TRUPIA-CHARLES"
"CARMINATI-ANTHONY","ALBATE-CHARLES"
"GALANTE-CARMINE","BONVENTRE-GIOVANNI"
"ORLANDO-IGNAZIO","SANCINELLA-ROCCO"
"ALBATE-CHARLES","SANCINELLA-ROCCO"
"MEZZASALMA-ROSARIO","TIPA-GIUSEPPE"
"GAMBINO-PAOLO","MISSALE-SALVATORE"
"GAMBINO-CARLO","LUCCHESE-GAETANO"
"ARMONE-STEPHEN","PAGANO-PASQUALE"
"LIVORSI-FRANK","RAO-JOSEPH"
"LOCASCIO-CARMINE","DARGENIO-EDWARD"
"ALBERO-CHARLES","ARMONE-STEPHEN"
"ORMENTO-JOHN","SALERNO-ANGELO"
"BENDENELLI-JOSEPH","DERCOLE-JOSEPH"
"TOLENTINO-NICHOLAS","ORLANDO-IGNAZIO"
"LOMBARDOZZI-CARMINE","GALLO-JOSEPH"
"ALBANESE-PHILIP","LOMBARDOZZI-CARMINE"
"MARI-FRANK","TUMINARO-ANGELO"
"FOTI-JOSEPH","ORZO-THEODORE"
"BARRA-JOSEPH","BARRA-ROCCO"
"LOCASCIO-CARMINE","EMBARRATO-ALFRED"
"QUARTIERO-LAWRENCE","PAGANO-PASQUALE"
"SORGE-SANTO","BALSAMO-JOHN"
"CIRELLI-JOSEPH","GELB-USCHE"
"ORMENTO-JOHN","MOCCARDI-FRANK"
"SMURRA-GEORGE","DEFEO-PETER"
"FRANCOMANO-ANTHONY","ORLANDO-LORENZO"
"DENTICO-JOSEPH","ARDITO-JOHN"
"GUIPPONE-ROBERT","MONICA-MICHAEL"
"BRESCIA-LORENZO","CARILLO-ANTHONY"
"CICCONE-ANTHONY","MAURO-VINCENZO"
"BORELLI-FRANK","ALTIMARI-MICHAEL"
"GIGLIO-SALVATORE","NOTARO-JOSEPH"
"RINALDI-ROSARIO","GRANZA-ANTHONY"
"BORELLI-FRANK","REPOLA-ARTHUR"
"ARDITO-JOHN","ALBATE-CHARLES"
"CINQUEGRANA-BENEDETTO","ARDITO-JOHN"
"GENESE-PASQUALE","MARTELLO-NICHOLAS"
"CORALLUZZO-EARL","PETRONE-JOHN"
"TOLENTINO-NICHOLAS","ORMENTO-JOHN"
"MOGAVERO-ROSARIO","ALLOCCO-DOMINICK"
"LOIACANO-ANGELO","CARMINATI-DOMINICK"
"CASTALDI-ANTHONY","CASABLANCA-JAMES"
"ORMENTO-JOHN","REPOLA-ARTHUR"
"CORRAO-VINCENT","ALBANESE-PHILIP"
"FRASCA-COSMO","TIERI-FRANK"
"TANTILLO-ENRICO","SALERNO-FERDINANDO"
"ALBERO-CHARLES","COCO-ETTORE"
"LESSA-DANIEL","PASQUA-FRANK"
"ORMENTO-JOHN","ANDOLINO-SIMONE"
"ROSSI-UGO","ALBERTI-ANDREW"
"MOGAVERO-ROSARIO","ORMENTO-JOHN"
"VALACHI-JOSEPH","PANZARINO-VITO"
"MAIORINO-SALVATORE","RICCARDULLI-JOHN"
"NICOLINE-MICHAEL","MOSCA-ALFONSO"
"BORELLI-FRANK","DEGEORGE-JAMES"
"ORMENTO-JOHN","NICOLINE-MICHAEL"
"ARDITO-JOHN","DERCOLE-JOSEPH"
"EMBARRATO-ALFRED","TUMINARO-ANGELO"
"PROFACI-GIUSEPPE","MAIORANA-SALVATORE"
"ORMENTO-JOHN","PELLEGRINO-ROCCO"
"FRANCOMANO-ANTHONY","NAPOLITANO-ANTHONY"
"RICCOBONO-JOSEPH","ROSATO-JOSEPH"
"GENESE-PASQUALE","LUCIANO-FRANK"
"DIPALERMO-PETER","ISABELLA-FLORIO"
"CORRAO-VINCENT","TESSALONE-JAMES"
"CORRAO-VINCENT","HAMEL-SALVATORE"
"VITALE-MICHAELANGELO","CALATABIANCA-GIUSEPPE"
"BORELLI-FRANK","SQUILLANTE-VINCENT"
"DISTEFANO-VINCENT","CONSOLO-MICHAEL"
"RICCOBONO-JOSEPH","BONVENTRE-GIOVANNI"
"DEFEO-PETER","MIRANDA-MICHELE"
"ALTIMARI-MICHAEL","CARMINATI-ANTHONY"
"SALERNO-ANTHONY","GRECO-FRANK"
"PETRONE-JOHN","NOTARO-JOSEPH"
"FRASCA-COSMO","GIGANTE-VINCENT"
"MARONE-JOSEPH","ALBERO-CHARLES"
"CASTALDI-ANTHONY","ORMENTO-JOHN"
"GAMBINO-CARLO","ROSSI-UGO"
"BEHRMAN-NATHAN","GELB-USCHE"
"ARMONE-JOSEPH","ATTARDI-ALFONSO"
"CLEMENTE-MICHAEL","DIPALERMO-PETER"
"MAURO-VINCENZO","ARDITO-JOHN"
"PELLEGRINO-PETER","MOGAVERO-ROSARIO"
"PANEBIANCO-VINCENT","SEDOTTO-MICHAEL"
"LESSA-DANIEL","MAZZIE-ROCCO"
"RAO-VINCENZO","RAO-CALOGERO"
"BORELLI-FRANK","FRACCACRETA-PAUL"
"PETRONE-JOHN","GIGLIO-SALVATORE"
"ORMENTO-JOHN","LIVORSI-FRANK"
"PAPPADIA-ANDINNO","LIVORSI-FRANK"
"ARMONE-STEPHEN","ATTARDI-ALFONSO"
"CURCIO-CHARLES","REPOLA-ARTHUR"
"EVOLA-NATALE","BONASERA-CASSANDROS"
"PAOLI-ORLANDO","CORREALE-PAUL"
"CORALLO-ANTHONY","ROSATO-JOSEPH"
"LAPI-JOSEPH","CORALLO-ANTHONY"
"FRANCO-COSMO","ARMONE-STEPHEN"
"PICCARELLI-JAMES","MAURO-VINCENZO"
"CASTALDI-ANTHONY","INDIVIGLIO-CIRINO"
"ANASTASIO-ANTONIO","DIBRIZZI-ALEXANDER"
"VALACHI-JOSEPH","MASSI-JAMES"
"SABELLA-JAMES","DIOGUARDI-JOHN"
"ODDO-JOHN","GALLO-JOSEPH"
"GUIPPONE-ROBERT","VALACHI-JOSEPH"
"CASTELLANO-PAUL","RAVA-ARMAND"
"ALBERO-CHARLES","MOSCA-ALFONSO"
"LUCCHESE-GAETANO","CORALLO-ANTHONY"
"PALADINO-CARMINE","MANCUSO-ANTHONY"
"CARMINATI-ANTHONY","CASABLANCA-JAMES"
"KASSOP-SAMUEL","REPOLA-ARTHUR"
"ORMENTO-JOHN","PACELLI-VINCENT"
"GUIPPONE-ROBERT","AMALFITANO-VINCENT"
"ALBERO-CHARLES","AMENDOLA-FRANK"
"BENDENELLI-JOSEPH","CORALLO-ANTHONY"
"ORLANDO-LORENZO","LOPICCOLO-JOSEPH"
"CASTELLANO-PAUL","GAMBINO-PAOLO"
"ALBERO-CHARLES","DENTICO-JOSEPH"
"LESSA-DANIEL","DERCOLE-JOSEPH"
"LOCASCIO-CARMINE","GAMBINO-PAOLO"
"GENTILE-ANTHONY","TUMINARO-ANGELO"
"SPECIALE-SALVATORE","RAO-VINCENZO"
"ORLANDO-IGNAZIO","LOPICCOLO-JOSEPH"
"CASTELLANO-PAUL","SCARPULLA-MICHELE"
"LATONA-JOSEPH","MIRRA-ANTHONY"
"PASQUA-FRANK","SCARPULLA-MICHELE"
"DIBENE-NICHOLAS","BARRA-ROCCO"
"DONGARRO-CHARLES","BONASERA-CASSANDROS"
"MEZZASALMA-ROSARIO","TRAMAGLINO-EUGENE"
"MARONE-JOSEPH","SALERNO-ANGELO"
"LOCASCIO-CARMINE","ORMENTO-JOHN"
"PUCO-STEPHEN","MANCUSO-ANTHONY"
"MIRAGLIA-LESTER","NOTARO-JOSEPH"
"TORTORICI-JOSEPH","ORMENTO-JOHN"
"LUCCHESE-GAETANO","CINQUEGRANA-BENEDETTO"
"GUIPPONE-ROBERT","CASTALDI-ANTHONY"
"ORMENTO-JOHN","ALBERTI-ANDREW"
"PAOLI-ORLANDO","PANEBIANCO-VINCENT"
"MARONE-JOSEPH","TOCCO-JOSEPH"
"MEZZASALMA-ROSARIO","ALBERTI-ANDREW"
"CARUSO-FRANK","MOGAVERO-ROSARIO"
"ERICHSEN-FRANK","MIRANDA-MICHELE"
"ORMENTO-JOHN","MAIMONE-SALVATORE"
"LOIACANO-ANGELO","CASABLANCA-JAMES"
"ORMENTO-JOHN","MARTELLO-NICHOLAS"
"MARONE-JOSEPH","ALBANESE-PHILIP"
"STROMBERG-HARRY","BLOOM-SOLOMON"
"MARONE-JOSEPH","BARBATO-ARNOLD"
"CORALLO-ANTHONY","RAO-VINCENZO"
"PAGANO-JOSEPH","SIANO-FIORE"
"LOMBARDOZZI-CARMINE","MAIORANA-SALVATORE"
"FERRIGNO-BARTOLO","GIORDANO-SALVATORE"
"BEHRMAN-NATHAN","STROMBERG-HARRY"
"RAO-JOSEPH","BARBATO-ARNOLD"
"BARRA-JOSEPH","LUCIANO-FRANK"
"GRANZA-ANTHONY","DONATO-ANTHONY"
"GAMBINO-CARLO","CALATABIANCA-GIUSEPPE"
"BEHRMAN-NATHAN","TUMINARO-ANGELO"
"BEHRMAN-NATHAN","DIPALERMO-JOSEPH"
"CLEMENTE-MICHAEL","SCHIPANI-JOSEPH"
"GAMBINO-PAOLO","SCARPULLA-MICHELE"
"TORTORICI-JOSEPH","RAO-JOSEPH"
"BARATTA-PETER","MOSCA-ALFONSO"
"DIPALERMO-JOSEPH","GIORDANO-SALVATORE"
"CORONA-FRANK","PICONE-MICHAEL"
"CARUSO-FRANK","LAPI-JOSEPH"
"ALBERTI-ANDREW","BIONDO-JOSEPH"
"MAZZIE-ROCCO","PUCO-STEPHEN"
"BENDENELLI-JOSEPH","MALIZIA-JOHN"
"OFRIA-SEBASTIAN","MANNARINO-GIACINTO"
"CIRELLI-JOSEPH","ROSSI-UGO"
"SMURRA-GEORGE","LOMBARDOZZI-CARMINE"
"CARUSO-FRANK","PETILLO-DAVID"
"GIGANTE-VINCENT","MIRANDA-MICHELE"
"ARMONE-STEPHEN","VALACHI-JOSEPH"
"MANCINO-FRANCESCO","LANZA-JOSEPH"
"TANTILLO-ENRICO","MARTELLO-NICHOLAS"
"MILO-THOMAS","MONICA-MICHAEL"
"GALANTE-CARMINE","CONSOLO-MICHAEL"
"TUMINARO-ANGELO","MIRRA-ANTHONY"
"STOPELLI-INNOCENZIO","VALACHI-JOSEPH"
"BOVE-JOSEPH","MONASTERSKY-SAMUEL"
"SPECIALE-SALVATORE","MIRANDA-MICHELE"
"CARUSO-FRANK","CATANIA-JAMES"
"BENDENELLI-JOSEPH","PACELLI-VINCENT"
"KASSOP-SAMUEL","VENTO-JOSEPH"
"COSTIGLIA-FRANCISCO","SALVO-BATTISTO"
"DIPALERMO-JOSEPH","CIRAULO-VINCENT"
"LANZA-JOSEPH","PROFACI-GIUSEPPE"
"PAGANO-JOSEPH","DANIELLO-JOHN"
"BENDENELLI-JOSEPH","BORELLI-FRANK"
"DONATO-FRANK","DONATO-ANTHONY"
"BENDENELLI-JOSEPH","TRAUMUNTI-CARMINE"
"MILO-THOMAS","VALACHI-JOSEPH"
"CICCONE-ANTHONY","KASSOP-SAMUEL"
"ROSSI-UGO","GAMBINO-PAOLO"
"VENTO-JOSEPH","SALERNO-FERDINANDO"
"MANNARINO-GIACINTO","BIVONA-JOSEPH"
"MIRAGLIA-LESTER","CONSOLO-MICHAEL"
"CORALLO-ANTHONY","TRAUMUNTI-CARMINE"
"LAPI-JOSEPH","MOGAVERO-ROSARIO"
"CARUSO-FRANK","DIOGUARDI-JOHN"
"LOIACANO-ANGELO","SANCINELLA-ROCCO"
"VINTALORO-JAMES","TRAUMUNTI-CARMINE"
"GALANTE-CARMINE","PROFACI-GIUSEPPE"
"CURCIO-CHARLES","MAZZIE-ROCCO"
"ARMONE-JOSEPH","ALBERTI-ANDREW"
"GALANTE-CARMINE","NOTARO-JOSEPH"
"MAURIELLO-ALFRED","SEDOTTO-MICHAEL"
"TAMBONE-PETER","AMAROSA-ALEXANDER"
"ALBERO-CHARLES","ARDITO-JOHN"
"GAMBINO-CARLO","VITALE-SALVATORE-NY"
"TOLENTINO-NICHOLAS","DERCOLE-JOSEPH"
"LEO-ARTHUR","SALERNO-FERDINANDO"
"TANTILLO-ENRICO","ANACLERIO-GERMAIO"
"SMURRA-GEORGE","ODDO-JOHN"
"PACELLA-LOUIS","DERCOLE-JOSEPH"
"STOPELLI-INNOCENZIO","CATALDO-JOSEPH"
"BRESCIA-LORENZO","TIERI-FRANK"
"LUCIANO-FRANK","VALACHI-JOSEPH"
"ZERBO-PAUL","RAGONE-JOSEPH"
"BENDENELLI-JOSEPH","MARONE-JOSEPH"
"ORMENTO-JOHN","PUCO-STEPHEN"
"CORRAO-VINCENT","CINQUEGRANA-BENEDETTO"
"GAROFOLO-FRANK","VITALE-MICHAELANGELO"
"MIRAGLIA-LESTER","CARMINATI-ANTHONY"
"EVOLA-NATALE","ROSATO-JOSEPH"
"EVOLA-NATALE","DIPALERMO-CHARLES"
"CICCONE-ANTHONY","PICONE-MICHAEL"
"PROFACI-GIUSEPPE","TRAUMUNTI-CARMINE"
"MOCCARDI-FRANK","SANCINELLA-ROCCO"
"PROFACI-GIUSEPPE","TRAINA-GIUSEPPE"
"LAPI-JOSEPH","TRAUMUNTI-CARMINE"
"FRASCA-COSMO","BONASERA-CASSANDROS"
"PAPPADIA-ANDINNO","CORALLO-ANTHONY"
"MAGLIOCCO-GIUSEPPE","ODDO-JOHN"
"LIVORSI-FRANK","RAO-VINCENZO"
"PASQUA-FRANK","RICCARDULLI-JOHN"
"BORELLI-FRANK","PISCIOTTA-ANTHONY"
"MANNARINO-GIACINTO","TAMBONE-PETER"
"RINALDI-ROSARIO","MONASTERSKY-SAMUEL"
"ARMONE-STEPHEN","MEZZASALMA-ROSARIO"
"CARILLO-ANTHONY","DEFEO-PETER"
"CORREALE-PAUL","RAO-JOSEPH"
"KASSOP-SAMUEL","PICONE-MICHAEL"
"ARMONE-STEPHEN","BIONDO-JOSEPH"
"MAGLIOCCO-GIUSEPPE","BALSAMO-JOHN"
"MOGAVERO-ROSARIO","PELLEGRINO-ROCCO"
"CLEMENTE-MICHAEL","LANZA-JOSEPH"
"ALBERO-CHARLES","SANCINELLA-ROCCO"
"RIZZUTO-ANTHONY","LICATA-PIETRO"
"LANZA-JOSEPH","RAO-CALOGERO"
"ISABELLA-FLORIO","DIPALERMO-CHARLES"
"ANASTASIO-ANTONIO","TIPA-GIUSEPPE"
"MAZZIE-ROCCO","SQUILLANTE-VINCENT"
"LOCASCIO-CARMINE","ZACCARO-PATSY"
"CARMINATI-ANTHONY","AMALFITANO-VINCENT"
"FRANCO-COSMO","BIONDO-JOSEPH"
"GRECO-FRANK","SALERNO-FERDINANDO"
"MAIORANA-SALVATORE","MARTINO-GAETANO"
"GENESE-PASQUALE","LOMBARDO-PHILIP"
"RAO-VINCENZO","DIOGUARDI-JOHN"
"ORMENTO-JOHN","MAURO-VINCENZO"
"CARUSO-FRANK","LUCCHESE-GAETANO"
"GIGLIOTTI-GIORGIO","MAIORANA-SALVATORE"
"CLEMENTE-MICHAEL","MAIORANA-SALVATORE"
"LISI-GAETANO","GIGLIO-SALVATORE"
"GUIPPONE-ROBERT","CARMINATI-DOMINICK"
"SABELLA-JAMES","PROFACI-GIUSEPPE"
"TIERI-FRANK","CARILLO-ANTHONY"
"BENDENELLI-JOSEPH","CIRAULO-VINCENT"
"BARRA-JOSEPH","MILO-THOMAS"
"GALANTE-CARMINE","MARI-FRANK"
"DIPALERMO-JOSEPH","PETRONE-JOHN"
"AMENDOLA-FRANK","ARDITO-JOHN"
"CLEMENTE-MICHAEL","DIBRIZZI-ALEXANDER"
"ALBASI-JOHN","DARGENIO-EDWARD"
"PROFACI-GIUSEPPE","TORREGROSSA-ANDREA"
"ORMENTO-JOHN","LAZZARO-CARMELO"
"RAO-JOSEPH","DERCOLE-JOSEPH"
"CURCIO-CHARLES","ABBRESCIA-ANGELO"
"VALACHI-JOSEPH","TRAMAGLINO-EUGENE"
"NICOLINE-MICHAEL","MONICA-MICHAEL"
"GIGLIOTTI-GIORGIO","BONASERA-CASSANDROS"
"PROFACI-GIUSEPPE","TIPA-GIUSEPPE"
"CIRELLI-JOSEPH","STROMBERG-HARRY"
"PATTI-SANTO","FONTANA-AUGUST"
"LOIACANO-ANGELO","MOSCA-ALFONSO"
"STOPELLI-INNOCENZIO","MIRAGLIA-LESTER"
"VELLUCCI-ANTHONY","MIRRA-ANTHONY"
"DEMARTINO-THEODORE","MASSI-JAMES"
"DEMARTINO-THEODORE","GENESE-PASQUALE"
"LUCCHESE-GAETANO","SALERNO-ANGELO"
"GAMBINO-CARLO","SORGE-SANTO"
"CICCONE-ANTHONY","ORMENTO-JOHN"
"LESSA-DANIEL","PUCO-STEPHEN"
"MAZZIE-ROCCO","CRISCI-ANTHONY"
"LESSA-DANIEL","PACELLI-VINCENT"
"RINALDI-ROSARIO","SQUILLANTE-VINCENT"
"SMURRA-GEORGE","BONASERA-CASSANDROS"
"PETRONE-JOHN","GAMBINO-PAOLO"
"PUCO-STEPHEN","MALIZIA-JOHN"
"PUCO-STEPHEN","PANEBIANCO-VINCENT"
"DIPALERMO-JOSEPH","GAROFOLO-FRANK"
"CAPIZZI-SALVATORE","CUOMO-MATTHEW"
"FOTI-JOSEPH","BARBATO-ARNOLD"
"LEO-ARTHUR","IAROSSI-LAWRENCE"
"VALACHI-JOSEPH","MONICA-MICHAEL"
"ALBERO-CHARLES","SALERNO-ANGELO"
"TRAUMUNTI-CARMINE","DIOGUARDI-JOHN"
"ARMONE-STEPHEN","ALBERTI-ANDREW"
"CASABLANCA-JAMES","MOCCARDI-FRANK"
"ANASTASIO-ANTONIO","TORREGROSSA-ANDREA"
"FOTI-JOSEPH","NAPOLITANO-ANTHONY"
"LOCASCIO-CARMINE","CASTELLANO-PAUL"
"GAMBINO-CARLO","CATANIA-JAMES"
"ALBANESE-PHILIP","MOGAVERO-ROSARIO"
"LUCCHESE-GAETANO","ORMENTO-JOHN"
"LOIACANO-ANGELO","CARMINATI-ANTHONY"
"DIBRIZZI-ALEXANDER","CORALLO-ANTHONY"
"TORTORICI-JOSEPH","SQUILLANTE-VINCENT"
"SCHIPANI-JOSEPH","GALLUCCIO-FRANK"
"PRESINZANO-ANGELO","MAIORANA-SALVATORE"
"STOPELLI-INNOCENZIO","BUIA-ANGELO"
"CASTALDI-ANTHONY","MOCCARDI-FRANK"
"DIMAGGIO-ROSARIO","CORRAO-VINCENT"
"ISABELLA-FLORIO","EMBARRATO-ALFRED"
"MAZZIE-ROCCO","REPOLA-ARTHUR"
"ORMENTO-JOHN","SALERNO-FERDINANDO"
"BISOGNO-JOSEPH","SCARPULLA-MICHELE"
"LIVORSI-FRANK","FERRO-ANTONIO"
"CONIGLIO-BENEDETTO","GRANZA-ANTHONY"
"BONASERA-CASSANDROS","ODDO-JOHN"
"CASTALDI-ANTHONY","RICCARDULLI-JOHN"
"DIPALERMO-JOSEPH","LOPICCOLO-JOSEPH"
"ROSSI-UGO","SCARPULLA-MICHELE"
"MAGLIOCCO-GIUSEPPE","TORREGROSSA-ANDREA"
"BISOGNO-JOSEPH","MIRRA-ANTHONY"
"MARONE-JOSEPH","ARDITO-JOHN"
"BENDENELLI-JOSEPH","PUCO-STEPHEN"
"MORSELLINO-VINCENZO","LICATA-PIETRO"
"MAIORINO-SALVATORE","PUCO-STEPHEN"
"LATONA-JOSEPH","TUMINARO-ANGELO"
"GAMBINO-CARLO","RUSSO-GAETANO"
"LOMBARDOZZI-CARMINE","BONASERA-CASSANDROS"
"GALANTE-CARMINE","PETRONE-JOHN"
"MEZZASALMA-ROSARIO","GAMBINO-PAOLO"
"COSTIGLIA-FRANCISCO","STROMBERG-HARRY"
"LIVORSI-FRANK","ANDOLINO-SIMONE"
"BIVONA-JOSEPH","DIGIOVANNA-JOSEPH"
"TORREGROSSA-ANDREA","MIRANDA-MICHELE"
"CATANIA-JAMES","SCARPULLA-MICHELE"
"LUCCHESE-GAETANO","VADALA-ANTHONY"
"DIPALERMO-JOSEPH","DIPALERMO-CHARLES"
"DEMARTINO-THEODORE","DERCOLE-JOSEPH"
"GAMBINO-CARLO","RAVA-ARMAND"
"CORRAO-VINCENT","GENNARO-JOSEPH"
"LESSA-DANIEL","RAO-JOSEPH"
"MAZZIE-ROCCO","SEDOTTO-MICHAEL"
"INDIVIGLIO-CIRINO","ZERBO-PAUL"
"MAURO-VINCENZO","FRACCACRETA-PAUL"
"LEO-ARTHUR","ALBASI-JOHN"
"BARRA-JOSEPH","SEDOTTO-MICHAEL"
"COSTIGLIA-FRANCISCO","RAO-VINCENZO"
"PAGANO-JOSEPH","REPOLA-ARTHUR"
"PROFACI-GIUSEPPE","SPADARO-JOSEPH"
"ORZO-THEODORE","BARBATO-ARNOLD"
"DIBENE-NICHOLAS","SCARPULLA-MICHELE"
"MARONE-JOSEPH","CORONA-FRANK"
"PICCARELLI-JAMES","NOBILE-GEORGE"
"ANNICCHIARICO-ANTHONY","AMAROSA-ALEXANDER"
"ATTARDI-ALFONSO","SCARPULLA-MICHELE"
"PROFACI-FRANK","COSTIGLIA-FRANCISCO"
"ORLANDO-LORENZO","NAPOLITANO-ANTHONY"
"PETRONE-JOHN","CONSOLO-MICHAEL"
"SPECIALE-SALVATORE","EVOLA-NATALE"
